,movieId,title,genre,year,writer,director,cast,rating,runtimes,countries,languages,production companies
2806,3512,Return to Me (2000),"Comedy,Drama,Romance",2000.0,"Bonnie Hunt,Don Lake,Andrew Stern,Samantha Goodman,Bonnie Hunt,Don Lake,","Bonnie Hunt,","David Duchovny,Minnie Driver,Carroll O'Connor,Robert Loggia,Bonnie Hunt,David Alan Grier,Joely Richardson,Eddie Jones,Jim Belushi,Marianne Muellerleile,William Bronder,Brian Howe,Chris Barnes,Adam Tanguay,Karson Pound,Tyler Spitzer,Laura Larsen,Austin Samuel Hibbs,Dick Cusack,Joseph Gian,Tom Virtue,Holly Biniak,Tamara Tungate,Thomas A. Senderak,Jennie Lew Tugend,David Pasquesi,Claire Lake,Carol Hunt,Patrick Hunt,Lindsay Allen,Don Lake,Holly Wortell,Becky Veduccio,Peter B. Spector,Darryl Warren,Rudy Gabor,William Zirko,Edward Ballog,Angelo Ricco,Alice Hunt,Franklin E. Jones,Tom Hunt,Jack Cooper,Tim O'Malley,Bounds La Taunya,Harry Teinowitz,Walt Jacobs,Alan Gresik,Romano Ghini,Gabriella Arena,Paola Sebastiani,Lilliana Vitale,Kevin Hunt,Jimmy Johnson,Lou Marini,John Otto,Bill Bartelt,Larry Crandus,Ari Golan,Lisa Harrison,Maureen Mendoza,Laura Orrico,Brian Patti,Lora Starkman,Justin Thaler,",6.9,115,"USA,","English,Italian,","Metro-Goldwyn-Mayer (MGM),JLT Productions,"
2807,3513,Rules of Engagement (2000),"Drama,Thriller,War",2000.0,"Jim Webb,Stephen Gaghan,","William Friedkin,","Tommy Lee Jones,Samuel L. Jackson,Guy Pearce,Ben Kingsley,Bruce Greenwood,Anne Archer,Blair Underwood,Philip Baker Hall,Dale Dye,Amidou,Mark Feuerstein,Richard McGonagle,Baoan Coleman,Nicky Katt,Ryan Hurst,Gordon Clapp,Hayden Tank,Ahmed Abounouom,William Gibson,Tuan Tran,John Speredakos,Scott Alan Smith,Jihane Kortobi,David Lewis Hays,Peter Tran,Bonnie Johnson,Jason C. West,Mohamed Attifi,Zouheir Mohamed,Chris Ufland,Thom Barry,Kevin Cooney,Helen Manning,David Graf,Conrad Bachmann,Aziz Assimi,Robert Pentz Jr.,Laird Macintosh,Baouyen C. Bruyere,Steven M. Gagnon,Richard Whiten,Tom Knickerbocker,Terry Bozeman,Mary Wickliffe,Jody Wood,Elayn J. Taylor,Todd Kimsey,Stephen Ramsey,G. Gordon Liddy,Mike Stokey,Jack Galle,John Barnett,Mike Bedmiston,Michael Gerald,Freddie Joe Farnsworth,Dennis Fitzgerald,Jim Boensch,Brian Maynard,Joseph Aguilar,Johnny Alonso,Benjamin Busch,Dani Englander,Lawrence Larsen,Christopher Marquez,LauraLee O'Shell,Nate Panning,Chuck Paris,Marc Kenneth Robinson,André B. Walker,",6.4,128,"UK,Germany,Canada,USA,","English,Arabic,","Paramount Pictures,Seven Arts Pictures,Munich Film Partners & Company (MFP) ROE Production,"
2808,3515,Me Myself I (2000),Comedy,2000.0,"Peter Farrelly,Mike Cerrone,Bobby Farrelly,","Bobby Farrelly,Peter Farrelly,","Jim Carrey,Renée Zellweger,Anthony Anderson,Mongo Brownlee,Jerod Mixon,Chris Cooper,Michael Bowman,Richard Jenkins,Robert Forster,Mike Cerrone,Rob Moran,Daniel Greene,Tony Cox,Andrew Phillips,Jeremy Maleek Leggett,Justin Chandler,Zen Gesner,Steve Sweeney,Traylor Howard,Lenny Clarke,Herbie Flynn,Heather Hodder,Tracey Abbott,Jackie Flynn,Steve Tyler,Googy Gress,Joey McGilberry,Sean Gildea,Anna Kournikova,Bob Mone,Richard Tyson,Danny Murphy,Cam Neely,Brian Hayes Currie,Nikki Tyler-Flynn,Mark Leahy,Kevin J. Flynn,Conrad Goode,John Mark Andrade,Scott T. Neely,Shannon Whirry,Jerry Parker,Heather Dyson,Christine DiCarlo,Mark Levine,John-Eliot Jordan,Bob Weeks,Ezra Buzzington,Will Coogan,Rex Allen Jr.,Lin Shaye,Leslie Munroe,Harley Brown Sr.,Ray 'Rocket' Valliere,Nancy Byers,Melinda Farrelly,Christal Handy,Rudy Cheeks,Preston Thomas,Libby Langdon,Gigi Moran,Pete Peterson,J.B. Rogers,Brian Mone,Egor Davidoff,Bill Kiendl,Adriana Bega,Gordie Merrick,Brad Matthews,Kate Forster,Ben Urann,Jesse Peter,Connor Dunphy,Jordan Blevins,Dot Neary,Mike Turillo Sr.,Mike Turillo Jr.,Joan Ledwith,Dyanne Stroyman,Jane M. Reidy,Mariann Neary,Jaqueline Feeney,Robert Flaherty,Beth Jordan,Brian Stuebe,Sonia Stuebe,Tom Wingate,Jimmy Shay,Monica Shay,Scott Rosenberg,Mark Ciardi,Phil Rosenberg,Amy Leasca,Jack Andrade,A.B. Farrelly,Tiffany Burke,Tara Richert,David Page,Dean R. Palozej,Paula Palozej,Lauren Palozej,Hayden Palozej,Spencer Palozej,Everett Palozej,Bob O'Brien,George Bedard,Mike Cheney,Gwendolyn Rogers,Warren Tashjian,Carolyn Molloy,Patty Mullany Molloy,Bryan Molloy,Deanna Cerrone,Lisette Boren,Natassia Malthe,Jeanne Basone,Onzra Myers,Thomas Jordan,Nicholas Greenbury,Andrew Greenbury,Mark O'Day,Michael 'Don Julio' Burke,Mike D'Allessio,Brendan Shanahan,Taryn Chilivis,Jackie Shiffler,Tara Robare,Patrick Dragon,Karen Mone,Terez Kocsis,Kelsey Jordan,Harrison Frick,Ken Duvall,Josie Duval,Ann Marie Izzi,Sarah Billington,Mike Murphy,István Kocsis,Christine Mone,Patrick Mone,Scott Morehouse,Mark Dunn,Kristen Trucksess,Wenya Monique Williams,Bill O'Connor,Gretel Twombly,Kevin Biegel,Terry Mullany,Mike DiCarlo,Peter Krulewitch,Don Pritchard,Tom Beachene,John Sappo,Eric Adé,Marissa Adé,Danielle Adé,Cynthia Farrelly Gesner,Adam Kanter,Patrick Healy,Beth Mone,Doug Morton,Kate Phelon,Sarah Delfausse,Kathy Twombly,Michael P. Twombly,George Gondelman,Doug Tashjian,Brad Blank,Paul Pelletier,Charlie Pettygrove,John Stroehman,Megan O'Brien,Fran O'Brien,John Chan,Pete Anicelli,Tom Kocsis,Tommy Songin,Matt Irwin,Jim Dubois,Doug Bymark,Gerry Callahan,Joshua Loiko,Margaret Boylan,Mac Boylan,Georgia Boylan,Bill Hoyle,Joan Hoyle,Peter Biegel,Alice Biegel,Dotan Bonen,Ernie Malik,William Sherak,Matt Swick,Jeff Kuno,Malcolm Wilson,Ariana Parrillo,Liza Battaini,Diana Spaulding,Moriah Cowles,Tom Leasca,Joslin Leasca,Stacey Leasca,Mark Miosky,Bill Beauchene,Will Kiendl,Family The Appe,Kevin R. Wood,Robert Martini,Rick Dunphy,Jan Kane,Tom Clark,Kathleen Straube,Heikki Paadre,Victoria O'Day,Susan O'Day,Luke O'Day,Emily O'Day,Smokey Cerrone,Annette Cerrone,Glenn Ciano,Keith McLaughlin,Jill McLaughlin,Mecina Bottaro,Philomena Gidea,James Gidea,Pam O'Brien,Dan O'Brien,Ken Gumbert,Barbara Tuchon,Billy Meyer,Ruth Michelle Meyer,Margo Murphy,Monique Pelletier,David James Ward,Peter Gaulke,Gerry Swallow,Dave McVeigh,Dino Macaluso,Ellie Miosky,Ben Miosky,Kate Miosky,Mac Haskell,Trish Haskell,Dan Walenty,Jim Bennett,Jay W. Yowler,Todd Christiansen,Julie Scungio,Bobby Lippincott,Pucky Lippincott,Richard Lippincott,John Dennis,Sarah Lopez,Annie Hodgson,Matt Smith,Nancy Frey-Jarecki,Steve Moran,Mike O'Donnell,Al Lampe,Mary Lampe,Docky,Eric Lariviere,Glen Skalubinski,Bob Magnan,Stephen Mone,Chris 'Chili' Palmer,Bennett Yellin,Steve Gehrke,Christopher Alan,Rebekah Aramini,Eric Bruno Borgman,Barry Brandt,Paul Bronk,Tara Perkins,Richard Pryor,Cinzia Roccaforte,Chris Rock,Michael Steven Swanson,Tanner Wiley,James Woodson,",6.5,116,"USA,","English,German,","Twentieth Century Fox Film Corporation,Conundrum Entertainment,"
2809,3516,"Bell, Book and Candle (1958)","Comedy,Romance,Fantasy",1958.0,"Daniel Taradash,John Van Druten,","Richard Quine,","James Stewart,Kim Novak,Jack Lemmon,Ernie Kovacs,Hermione Gingold,Elsa Lanchester,Janice Rule,Philippe Clay,Bek Nelson,Howard McNear,Candoli The Brothers,Monty Ash,Joe Barry,Wolfe Barzell,Willie Bloom,Gail Bonney,Don Brodie,Conte Candoli,Pete Candoli,Dick Crockett,James Lanphier,Ted Mapes,Maurice Marks,Ollie O'Toole,Joe Palma,Pyewacket,John Truax,",6.9,106,"USA,","English,French,","Columbia Pictures Corporation,Julian Blaustein Productions Ltd.,"
2810,3518,"End of Violence, The (1997)",Talk-Show,1997.0,,,"Roger Ebert,Gene Siskel,",,,,,
2811,3519,Force 10 from Navarone (1978),"Action,Drama,War",1978.0,"Alistair MacLean,Robin Chapman,Carl Foreman,","Guy Hamilton,","Robert Shaw,Harrison Ford,Barbara Bach,Edward Fox,Franco Nero,Carl Weathers,Richard Kiel,Alan Badel,Michael Byrne,Philip Latham,Angus MacInnes,Michael Sheard,Petar Buntic,Leslie Schofield,Anthony Langdon,Richard Hampton,Paul Humpoletz,Dicken Ashworth,Christopher Malcolm,Nick Ellsworth,Jonathan Blake,Roger Owen,Frances Mughan,Mike Sirett,Graeme Crowther,Jim Dowdall,Michael Osborne,Edward Peel,Michael Josephs,Jürgen Andersen,David Gretton,Paul Jerricho,Edward Kalinski,Robert Gillespie,Wolf Kahler,Hans Kahler,Ramiz Pasic,Patrick Allen,Paul Angelis,Peter Brace,Harry Fielder,Robert Rietty,",6.3,118,"UK,USA,","English,Croatian,Serbian,","Columbia Pictures Corporation,Navarone Productions,American International Pictures (AIP),Mondo Film 78,Open Road,TBC,"
2812,3520,How to Stuff a Wild Bikini (1965),"Comedy,Musical",1965.0,"William Asher,Leo Townsend,","William Asher,","Annette Funicello,Dwayne Hickman,Brian Donlevy,Harvey Lembeck,Beverly Adams,John Ashley,Jody McCrea,Marianne Gaba,Len Lesser,Irene Tsu,Arthur Julian,Bobbie Shaw Chance,Buster Keaton,The Kingsmen,Alberta Nelson,Andy Romano,John Macchia,Jerry Brutsche,Bob Harvey,Myrna Ross,Allen Fife,Sig Frohlich,Tom Quine,Hollis Morrison,Guy Hemric,George Boyce,Charlie Reed,Patti Chandler,Michael Nader,Salli Sachse,Luree Holmes,Marianne Gordon,Sheila MacRae,Rosemary Williams,Jo Collins,Mary Hughes,Ed Garner,Sue Hamilton,Tonia Van Deter,Uta Stone,Johnny Fain,Mickey Dora,Bruce Baker,Ned Wynn,Kerry Berry,Rick Jones,Ray Atkinson,Ronnie Dayton,Linda Bent,Stephanie Nader,Jeannine White,Janice Levinson,Toni Harper,Michele Barton,Victoria Carroll,Mickey Rooney,Frankie Avalon,Ron Brown,Michele Carey,Elizabeth Montgomery,Christopher Riordan,",4.3,93,"USA,","English,Italian,German,French,","American International Pictures,"
2813,3521,Mystery Train (1989),"Comedy,Crime,Drama",1989.0,"Jim Jarmusch,","Jim Jarmusch,","Masatoshi Nagase,Yûki Kudô,Screamin' Jay Hawkins,Cinqué Lee,Rufus Thomas,Jodie Markell,William Hoch,Pat Hoch,Joshua Elvis Hoch,Reginald Freeman,Beverly Prye,Nicoletta Braschi,Elizabeth Bracco,Sy Richardson,Tom Noonan,Stephen Jones,Lowell Roberts,Sara Driver,Richard Boes,Darryl Daniel,Calvin Brown,Jim Stark,Elan Yaari,Joe Strummer,Rick Aviles,Steve Buscemi,Vondie Curtis-Hall,Royale Johnson,Winston Hoffman,Rockets Redglare,Marvell Thomas,Charles Ponder,D'Army Bailey,Tom Waits,",7.6,110,"USA,Japan,","English,Japanese,Italian,","JVC Entertainment Networks,Mystery Train,"
2814,3522,Sacco and Vanzetti (Sacco e Vanzetti) (1971),"Biography,Crime,Drama",1971.0,"Fabrizio Onofri,Giuliano Montaldo,Mino Roli,Fabrizio Onofri,Giuliano Montaldo,Ottavio Jemma,","Giuliano Montaldo,","Gian Maria Volontè,Riccardo Cucciolla,Cyril Cusack,Rosanna Fratello,Geoffrey Keen,Milo O'Shea,William Prince,Claude Mann,Edward Jewesbury,Armenia Balducci,Valentino Orfeo,Pier Giovanni Anchisi,Desmond Perry,John Harvey,Felicity Mason,Paul Sheriff,Maria Grazia Marescalchi,Marisa Fabbri,Anthony Stergar,John Gray,Claudio Gora,Sergio Serafini,Giorgio Dolfin,Giacomo Piperno,Giorgio Paoletti,Franco Odoardi,Raimondo Penne,Carlo Sabbatini,Raffaele Triggia,Page Jones,Romano Moschini,Riccardo Ventura,Francesco Conversi,Luciano Palermo,Francesco Anniballi,Bruno Bertocci,Nestore Cavaricci,Lewis E. Ciannelli,Sergio Fantoni,Valentino Macchi,Branko Spoljar,",7.9,120,"Italy,France,","Italian,English,","Jolly Film,Unidis,Theatre Le Rex S.A.,"
2815,3524,Arthur (1981),"Comedy,Romance",1981.0,"Steve Gordon,","Steve Gordon,","Dudley Moore,Liza Minnelli,John Gielgud,Geraldine Fitzgerald,Jill Eikenberry,Stephen Elliott,Ted Ross,Barney Martin,Thomas Barbour,Anne De Salvo,Marjorie Barnes,Dillon Evans,Maurice Copeland,Justine Johnston,Paul Vincent,Mary Alan Hokanson,Paul Gleason,Phyllis Somerville,Irving Metzman,Joe Doolan,John Doolan,Melissa Ballan,Florence Tarlow,Lou Jacobi,Gordon Press,Bob Maroff,Marcella Lowery,Jerome Collamore,Mark Fleischman,Helen Hanft,John Bentley,Raymond Serra,Peter Evans,Dominic Guastaferro,Phil Oxnam,Richard Hamilton,George Riddle,Lawrence Tierney,Bobo Lewis,B. Constance Barry,Kurt Schlesinger,Bella Jarrett,Steve James,Debra Lass,Mark Margolis,Judi Passeltiner,",6.9,97,"USA,","English,","Orion Pictures,"
2816,3525,Bachelor Party (1984),Comedy,1984.0,"Bob Israel,Neal Israel,Pat Proft,","Neal Israel,","Tom Hanks,Tawny Kitaen,Adrian Zmed,George Grizzard,Barbara Stuart,Robert Prescott,William Tepper,Wendie Jo Sperber,Barry Diamond,Gary Grossman,Michael Dudikoff,Bradford Bancroft,Martina Finch,Deborah Harmon,Tracy Smith,Florence Schauffler,Sumant,John Bloom,Kenneth Kimmins,Gerard Prendergast,Brett Baxter Clark,Ji-Tu Cumbuka,Rosanne Katon,Dani Douthette,Katie Mitchell,Christopher Morley,Toni Alessandrini,Monique Gabrielle,Angela Aames,Richard Lorenzo Hernandez,Jonathan Tyler Trevillyan,Billy Beck,Jim Hudson,Dean Dittman,Ben Slack,Milt Kogan,Greg Norberg,Coleen Maloney,Arlee Reed,Donald Thompson,Gregory Brown,Marcelino Razo,Pat Proft,Rebecca Perle,Elizabeth Arlen,Dorothy Bartlett,Anne Gaybis,Peaches Johnson,Sheri Shortt,Michael Yama,George Sasaki,Tad Horino,William Yamadera,Michele Starck,Renee Breault,Kim Robinson,Elizabeth Carter,Cynthia Kania,Bruce A. Block,Lisa Purcell,Hugh McPhillips,Hillary Carlip,Lovey,Julia Fisher,Ginger,Anthony S. Johnson,Helen Kelly,",6.3,105,"USA,","English,Japanese,","Bachelor Party Productions,Aspect Ratio Film,Twin Continental,"
2817,3526,Parenthood (1989),"Comedy,Drama",1989.0,"Lowell Ganz,Babaloo Mandel,Ron Howard,Lowell Ganz,Babaloo Mandel,","Ron Howard,","Steve Martin,Mary Steenburgen,Dianne Wiest,Jason Robards,Rick Moranis,Tom Hulce,Martha Plimpton,Keanu Reeves,Harley Jane Kozak,Dennis Dugan,Joaquin Phoenix,Eileen Ryan,Helen Shaw,Jasen Fisher,Paul Linke,Alisan Porter,Zachary La Voy,Ivyann Schwan,Alex Burrall,Lowell Ganz,Rance Howard,Max Elliott Slade,Clint Howard,Lamont Lofton,Erika Rafuls,Jordan Kessler,Billy Cohen,Isabel Cooley,Greg Gerard,Paul Keeley,Walter von Huene,W. Bruce O'Donoghue,Claudio Jacobellis,Hillary Matthews,Sherry Ferguson,Todd Hallowell,Maxie Pontius,Richard Kuhlman,Brittany Paige Bouck,Jonathan Bouck,Michael Mickens,Aspen Autrey,Lloyd Cleek,Dana Mark,Louisa Marie,Cyndi Vicino,Steve Zurk,Emil Felski,Charmin Lee,Julie Lander,Janet Moore,Connie Adams,Bryce Dallas Howard,Matt Baylis,Howie Dorough,Jill Gable,Robert Ghost,Danny Gura,Ernie Robinson,",7.0,124,"USA,","English,","Imagine Entertainment,Universal Pictures,"
2818,3527,Predator (1987),"Action,Sci-Fi,Thriller",1987.0,"Jim Thomas,John Thomas,","John McTiernan,","Arnold Schwarzenegger,Carl Weathers,Elpidia Carrillo,Bill Duke,Jesse Ventura,Sonny Landham,Richard Chaves,R.G. Armstrong,Shane Black,Kevin Peter Hall,Steve Boyum,William H. Burton Jr.,Peter Cullen,Henry Kingi,Sven-Ole Thorsen,Jack Verbois,",7.8,107,"USA,","English,Spanish,","Amercent Films,American Entertainment Partners L.P.,Davis Entertainment,Lawrence Gordon Productions,Silver Pictures,Twentieth Century Fox Film Corporation,"
2819,3528,"Prince of Tides, The (1991)","Drama,Romance",1991.0,"Pat Conroy,Pat Conroy,Becky Johnston,","Barbra Streisand,","Nick Nolte,Barbra Streisand,Blythe Danner,Kate Nelligan,Jeroen Krabbé,Melinda Dillon,George Carlin,Jason Gould,Brad Sullivan,Maggie Collier,Lindsay Wray,Brandlyn Whitaker,Justen Woods,Bobby Fain,Trey Yearwood,Tiffany Jean Davis,Nancy Moore Atchison,Kiki Runyan,Grayson Fricke,Ryan Newman,Chris Stacy,Milton Clark Jr.,Bonnie Johnson,Dottie Soracco,Bob Hannah,Norman Max Maxwell,R.D. Oprea,Rebecca Fleming,Sandy Rowe,Alan Sader,Frederick Neumann,Nick Searcy,Kirk Whalum,Marilyn Carter,Yvonne Erickson,Lee Lively,Ann Pierce,Francis Dumaurier,John Arceri,Warren Kremin,Robert Baglia,Leon Watkins,",6.7,132,"USA,","English,","Columbia Pictures Corporation,Barwood Films,Longfellow Pictures,"
2820,3529,"Postman Always Rings Twice, The (1981)","Crime,Drama,Thriller,Romance",1981.0,"James M. Cain,David Mamet,","Bob Rafelson,","Jack Nicholson,Jessica Lange,John Colicos,Michael Lerner,John P. Ryan,Anjelica Huston,William Traylor,Thomas Hill,Jon Van Ness,Brian Farrell,Raleigh Bond,William Newman,Albert Henderson,Ken Magee,Eugene Peterson,Don Calfa,Louis Turenne,Charles B. Jenkins,Dick Balduzzi,John Furlong,Sam Edwards,Betty Cole,Joni Palmer,Ron Flagge,Lionel Mark Smith,Brion James,Frank Arno,Virgil Frye,Kenneth Cervi,Chris Rellias,Theodoros A. Karavidas,Basil J. Fovos,Nick Hasir,Demetrios Liappas,James O'Connell,William H. McDonald,Elsa Raven,Kopi Sotiropulos,Tom Maier,Glenn Shadix,Tani Guthrie,Carolyn Coates,Jim S. Cash,Christopher Lloyd,James P. Axiotis,Morgan Blanchard,Luther Fear,Chuck Liddell,",6.6,122,"USA,West Germany,","English,","CIP Filmproduktion GmbH,Lorimar Film Entertainment,Metro-Goldwyn-Mayer,New Gold Entertainment,Northstar International,"
2821,3531,All the Vermeers in New York (1990),"Comedy,Drama,Romance",1990.0,"Jon Jost,","Jon Jost,","Emmanuelle Chaulet,Katherine Bean,Grace Phillips,Laurel Lee Kiefer,Gracie Mansion,Gordon Joseph Weiss,Stephen Lack,Roger Ruffin,",6.8,87,"USA,","English,","American Playhouse,Complex Corporation,"
2822,3534,28 Days (2000),"Comedy,Drama",2000.0,"Susannah Grant,","Betty Thomas,","Sandra Bullock,Viggo Mortensen,Dominic West,Elizabeth Perkins,Azura Skye,Steve Buscemi,Alan Tudyk,Mike O'Malley,Marianne Jean-Baptiste,Reni Santoni,Diane Ladd,Margo Martindale,Susan Krebs,Loudon Wainwright III,Katie Scharf,Meredith Deane,Elizabeth Ruscio,Kathy Payne,Lisa Sutton,Joanne Pankow,Corinne Reilly,Andrew Dolan,Maeve McGuire,Jim Moody,Christina Chang,Adam Pervis,Dan Byrd,Ric Reitz,Suellen Yates,Frank Hoyt Taylor,Brittani Warrick,Elijah Kelley,Mike Dooly,Wendee Pratt,Bill Anagnos,Jack Armstrong,Judith Chapman,Suzanne Davis,Rod McCary,Matt Cedeño,Taber Cross,Gina Diaz,Patricia M. Fairchild,Bruno Gunn,Archie Hahn,Edwin Modlin II,Christopher Murphy,Harsh Nayyar,Brent Ponder,Stan Wood,",6.0,103,"USA,","English,","Columbia Pictures Corporation,Tall Trees Productions,"
2823,3535,American Psycho (2000),"Crime,Drama",2000.0,"Bret Easton Ellis,Mary Harron,Guinevere Turner,","Mary Harron,","Christian Bale,Justin Theroux,Josh Lucas,Bill Sage,Chloë Sevigny,Reese Witherspoon,Samantha Mathis,Matt Ross,Jared Leto,Willem Dafoe,Cara Seymour,Guinevere Turner,Stephen Bogaert,Monika Meier,Reg E. Cathey,Blair Williams,Marie Dame,Kelley Harron,Patricia Gage,Krista Sutton,Landy Cannon,Park Bench,Catherine Black,Margaret Ma,Peter Tufford Kennedy,Mark Pawson,Jessica Lau,Lilette Wiens,Glen Marc Silot,Charlotte Hunter,Kiki Buttignol,Joyce R. Korbin,Reuben Thompson,Bryan Renfro,Ross Gibby,Christina McKay,Alan McCullough,Anthony Lemke,Connie Chen,Marilyn Burns,Brett Alexander Davidson,Gina Diaz,Gunnar Hansen,Peter Loung,Joseph Oliveira,Leanne Poirier Greenfield,Ronald Reagan,Somaya Reece,Kate Steen,",7.6,102,"USA,","English,Spanish,Cantonese,","Am Psycho Productions,Edward R. Pressman Film,Lions Gate Films,Muse Productions,P.P.S. Films,Quadra Entertainment,Universal Pictures,"
2824,3536,Keeping the Faith (2000),"Comedy,Drama,Romance",2000.0,"Stuart Blumberg,","Edward Norton,","Ben Stiller,Edward Norton,Jenna Elfman,Anne Bancroft,Eli Wallach,Ron Rifkin,Milos Forman,Holland Taylor,Lisa Edelstein,Rena Sofer,Ken Leung,Brian George,Catherine Lloyd Burns,Susie Essman,Stuart Blumberg,Samuel Goldberg,Michael Charles Roman,Blythe Auffarth,Jonathan Randell Silver,Brian Anthony Wilson,Juan Piedrahita,Kelly Deadmon,Raphael M.A. Frieder,Bodhi Elfman,Chris Gardner,Santi Formosa,Francine Beers,Rena Blumberg,Ellen Hauptman,Liz Larsen,Matt Winston,Nelson Avidon,David Wain,Donna Hanover,Wai Ching Ho,Howard Greller,Brenda Denmark,Marilyn Cooper,Hawk Koch,Craig Castaldo,Keith Perry,John Arocho,Derrick Eason,Ray Carlson,Barbara Haas,Sunny Keyser,Lorna Lable,Paula Raflo,Hillary Brook Canter,Dana Lubotsky,Alexandra Rella,Eugene S. Katz,Tony Rossi,John P. Duffell,Keith Williams,Dagmara Dominczyk,Kryss Anderson,Sophia Alexis,Tony Devon,Giovanni Capitello,Bronwen Carson,Robin Clark,Andre Da Silva,Dan Griffin,Jeff Millstein,Joseph Oliveira,Victoria Rong,Laura Summer,Amy Wilson,Frank Floyd,Paul Hogan,Martin Pfefferkorn,Jessica Prince,Shabazz Ray,Robert F. Saunders,Bernard J. Tarver,Cliff Townsend,",6.4,128,"USA,","English,Hebrew,Spanish,","Spyglass Entertainment,Touchstone Pictures,Triple Threat Talent,"
2825,3537,Where the Money Is (2000),"Drama,Comedy,Crime",2000.0,"E. Max Frye,E. Max Frye,Topper Lilien,Carroll Cartwright,","Marek Kanievska,","Paul Newman,Linda Fiorentino,Dermot Mulroney,Susan Barnes,Anne Pitoniak,Bruce MacVittie,Irma St. Paule,Michel Perron,Dorothy Gordon,Rita Tuckett,Diane Amos,Dawn Ford,T.J. Kenneally,Rod McLachlan,Bill Corday,Gordon McCall,Robert Brewster,Eric Hoziel,Charles S. Doucet,Arthur Holden,Frank Fontaine,Richard Jutras,Janine Theriault,Frankie Faison,Philip Pretten,Vlasta Vrana,Heather Hiscox,Michael Brockman,Emily Wachtel,Jayne Eastwood,",6.3,89,"Germany,USA,UK,Canada,","English,","Gramercy Pictures,IMF Internationale Medien und Film GmbH & Co. Produktions KG,Intermedia Films,Mel's Cite du Cinema,Pacifica Film,Polygram Filmed Entertainment,Scott Free Productions,"
2826,3538,East is East (1999),"Comedy,Drama",1999.0,"Ayub Khan-Din,Ayub Khan-Din,","Damien O'Donnell,","Om Puri,Linda Bassett,Jordan Routledge,Archie Panjabi,Emil Marwa,Chris Bisson,Jimi Mistry,Raji James,Ian Aspinall,Lesley Nicol,Emma Rydal,Ruth Jones,Ben Keaton,Kriss Dosanjh,John Bardon,Gary Damer,Albert Moses,Jimmi Harkishin,Rosalind March,Kaleem Janjua,Gary Lewis,Roger Morlidge,Ralph Birtwell,Madhav Sharma,Saikat Ahamed,Bruce McGregor,Margaret Blakemore,Thierry Harcourt,Leena Dhingra,Tallat Nawaz,Sharmeen Rafi,Blake,Riot,Enid Dunn,Preeya Kalidas,Muzz Khan,Enoch Powell,",6.9,96,"UK,","English,Urdu,","FilmFour,British Broadcasting Corporation (BBC),Assassin Films,"
2827,3539,"Filth and the Fury, The (2000)","Documentary,Biography,Music",2000.0,,"Julien Temple,","Paul Cook,Steve Jones,John Lydon,Glen Matlock,Sid Vicious,Malcolm McLaren,David Bowie,Alice Cooper,Stewart Copeland,Ronnie Corbett,Bryan Ferry,Stephen Fisher,Alice Fox,Bill Grundy,Eric Hall,Benny Hill,Billy Idol,David Johansen,Jordan,Nick Kent,Shane MacGowan,Freddie Mercury,New York Dolls,Laurence Olivier,Queen Elizabeth II,Roxy Music,Steven Severin,Pistols The Sex,Siouxsie Sioux,Nancy Spungen,Rod Stewart,Sting,Andy Summers,Johnny Thunders,Helen Wellington-Lloyd,",7.7,108,"UK,USA,","English,","FilmFour,Jersey Shore,Nitrate Film,Panacea Entertainment,The Sex Pistols Residuals,"
2828,3540,Passion of Mind (2000),"Drama,Mystery,Romance,Sci-Fi,Thriller",2000.0,"Ronald Bass,David Field,","Alain Berliner,","Eloise Eonnet,Hadrian Dagannaud-Brouard,Chaya Cuénot,Demi Moore,Julianne Nicholson,William Fichtner,Sinéad Cusack,Joss Ackland,Peter Riegert,Stellan Skarsgård,Gerry Bamman,Steve Bilich,Hélène Cardona,Amanda Spencer,",5.6,105,"USA,","English,French,","Lakeshore Entertainment,Ron Bass Productions,"
2829,3543,Diner (1982),"Comedy,Drama",1982.0,"Barry Levinson,","Barry Levinson,","Steve Guttenberg,Daniel Stern,Mickey Rourke,Kevin Bacon,Tim Daly,Ellen Barkin,Paul Reiser,Kathryn Dowling,Michael Tucker,Jessica James,Colette Blonigan,Kelle Kipp,John Aquino,Richard Pierson,Claudia Cron,Tait Ruppert,Tom Tammi,Pam Gail,Lauren Zaganas,Sharon Ziman,Mark Margolis,Ralph Tabakin,Frank Stoegerer,Nat Benchley,Frank Hennessy,Marvin Hunter,Steve Smith,Lee Case,Clement Fowler,Howard Silverman,Ted Bafaloukos,Barney Cohen,Bruce Kluger,Bruce Elliott,Carole Copeland,Aryeh Cooperstock,Brian Costantini,Lorraine D. Glick,Florence Moody,Mary Lou Vukov,Alan Kaplan,Donald Saiontz,Chief Gordon,Beverly Sheehan,Dusty Clare,Herb Levinson,Nicole Marshall,Todd Stockman,",7.2,110,"USA,","English,","Metro-Goldwyn-Mayer,SLM Production Group,"
